question,options,correct_label
"Catabolic reactions break down large organic molecules into smaller molecules, releasing the energy contained in what?",a) crystals bonds b) molecular bonds c) chemical bonds d) liquid bonds,c
"In qualitative analysis, reagents are added to an unknown chemical mixture in order to induce what?",a) motion b) sunlight c) erosion d) precipitation,d
"While climate change in earth history was due to natural processes, what is primarily to blame for recent global warming?",a) wars b) factories c) human actions d) volcanos,c
What is the simplest life cycle?,a) diploid life cycle b) binary life cycle c) metamorphic cycle d) haploid life cycle,d
What keeps the moon orbiting earth?,a) the Sun b) axial tilt c) gravity d) Coriolis effect,c
What are formed by the attraction between oppositely charged ions?,a) inept bonds b) soluble bonds c) ionic bonds d) magnetic bonds,c
What produces hormones that directly regulate body processes?,a) pancreas b) hippocampus c) hypothalamus d) lymph glands,c
"Comparing anatomy, and characterizing the similarities and differences, provides evidence of what process?",a) devolution b) regression c) emergence d) evolution,d
What is the second most abundant element in the earth's crust?,a) carbon b) nitrogen c) silicon d) helium,c
Which kind of genetics approach involves mutating or deleting genes provides researchers with clues about gene function?,a) inverse genetics b) possible genetics c) reverse genetics d) impossible genetics,c
More than half of all known organisms are what?,a) mammals b) enzymes c) spiders d) insects,d
For what purpose does liver use the excess carbohydrate?,a) convert starches b) process sugar c) dilute carbohydrates d) to synthesize glycogen,d
Saturn is made mostly of helium and what else?,a) nitrogen b) hydrogen c) hydrogen d) carbon,b
What are alkenes organic compounds that contain one or more double or triple bonds between carbon atoms described as?,a) unsaturated b) strong c) insulated d) saturated,a
"Electrons in covalent compounds are shared between the two atoms, unlike the case in what type of bonds?",a) horizontal bonds b) soluble bonds c) ionic bonds d) weak bonds,c
What is the resistance of a liquid to flow called?,a) elasticity b) permeability c) viscosity d) turbulence,c
The mass of atoms is based on the number of protons and neutrons in what?,a) nucleus b) electrons c) components d) molecules,a
Where do polychaete worms live?,a) attached to marine life b) in tide pools c) in coral reefs d) the ocean floor,d
What is the study of how and why plants and animals live where they do?,a) lithography b) biogeography c) geomorphology d) heredity,b
Muscles that position the pectoral girdle are located either on the anterior thorax or on this?,a) posterior thorax b) analogous thorax c) posterior thorax d) inferred thorax,a
What are the two major types of seed plants called?,a) deciduous and evergreen b) flowers and fruits c) gymnosperms and angiosperms d) perennials and annuals,c
What do we call the energy-rich product of photosynthesis?,a) insulin b) sugar c) chloride d) glucose,d
How is oxygen transferred into the bloodstream?,a) hard diffusion b) simple diffusion c) mean diffusion d) brain diffusion,b
Ringworm and athlete's foot are human diseases caused by what simple organisms?,a) viruses b) fungi c) bacteria d) insects,b
What is the measure of the change in the velocity of a moving object called?,a) compression b) acceleration c) transmission d) pressurization,b
What is the usual treatment for acute bronchitis?,a) physical therapy b) pesticides c) surgery d) antibiotics,d
What are generally divided into prosimian and non-prosimian?,a) insects b) primates c) rodents d) carnivores,b
The creation and destruction of oceanic crust is the reason what moves?,a) oceans b) animals c) planets d) continents,d
What is the concept by which two species within the same area to coexist by adapting by developing different specializations?,a) feature displacement b) character development c) character displacement d) character concept,c
A turbine that spins a generator will produce?,a) magnetic fields b) light c) electricity d) solar energy,c
Meiosis in the sporophyte produces haploid cells called what?,a) fibers b) ions c) seeds d) spores,d
"In this type of reaction, an element replaces another element in a compound, and the element is in any state of matter but is not an ion?",a) single-replacement reaction b) polar reaction c) replication reaction d) double-replacement reaction,a
What are the two distinct types of cells found in the animal kingdom?,a) DNA and Eukaryotes b) chromosomes and eukaryotes c) prokaryotes and eukaryotes d) bacteria and eukaryotes,c
"What category of elements are chacterized by their ability to reflect light, called luster, their high electrical and thermal conductivity, their high heat capacity, and their malleability and ductility?",a) halogens b) nonmetals c) noble gases d) metals,d
Angiosperms are also known as what?,a) uncommon plants b) flowering plants c) dry plants d) dead plants,b
An estimated 100 trillion of these live in the gut of an average person?,a) algae b) pathogens c) bacteria d) viruses,c
"The ability to regulate what, which is possessed by mammals, was an advantage as earth’s climate went through sudden and dramatic changes?",a) hair growth b) body temperature c) mutations d) reflex behaviors,b
"What is the term for very large arrays of tandemly repeating, non-coding dna?",a) models dna b) recombinant dna c) addition dna d) satellite dna,d
What kind of map can show the features of the bottom of a body of water?,a) basic b) country c) bathymetric d) topographic,c
"What evolved, adapted response to resource availability is the long-range seasonal movement of animals?",a) Stagnation b) migration c) regulating d) changing,b
"When animals get rid of their gaseous waste, what is exhaled through their mouth and nose?",a) hydrogen b) carbon monoxide c) oxygen d) carbon dioxide,d
What is another name for composite volcanos?,a) stratovolcanoes b) fault lines c) fjords d) seismic giants,a
"Fossil records support the idea that periods of little change may be interrupted by bursts of rapid change, an evolutionary model contrasted by what?",a) darwinian b) elitism c) minimalism d) gradualism,d
What type of winds occur when air is forced over a mountain range?,a) doldrums b) trade winds c) local winds d) chinook winds,d
What do clouds trap into the atmosphere at night?,a) smog b) light c) seawater d) heat,d
A nerve cell that carries messages is called a?,a) neuron b) platelet c) stem cell d) mitochondria,a
What group of animals are the largest arthropods?,a) fish b) birds c) spiders d) insects,d
What term describes a collection of similar cells that had a common embryonic origin?,a) tissue b) plasma c) organ-level organization d) nucleus,a
"Most biochemical molecules are macromolecules, meaning that they are what?",a) very small b) very abundant c) very dense d) very large,d
The name of a spinal cord region corresponds to the level at which spinal nerves pass through the what?,a) lumbar foramina b) notochord c) synovial fluid d) intervertebral foramina,d
Tests for levels of what in blood allow a diabetic patient to regulate how much insulin to administer?,a) glucose b) alcohol c) protein d) chloride,a
The process of breaking down food into nutrients is known as __________,a) digestion b) energy c) absorption d) filtration,a
